"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"week3.nlogox"
"experiment5"
"03/14/2026 10:04:19:678 +0530"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-14","15","-14","15"
"[run number]","Q","F","world-width","world-height","[step]","event-count","interaction-count","interaction-rate","unique-cultures","number-of-regions"
"1","10","5","15","15","0","0","0","0","893","900"
"3","10","5","15","15","0","0","0","0","900","900"
"2","10","5","15","15","0","0","0","0","897","900"
"3","10","5","15","15","1","100000","8810","0.0881","429","458"
"2","10","5","15","15","1","100000","8317","0.08317","441","467"
"1","10","5","15","15","1","100000","8942","0.08942","450","466"
"3","10","5","15","15","2","200000","19841","0.099205","332","368"
"2","10","5","15","15","2","200000","18272","0.09136","299","336"
"1","10","5","15","15","2","200000","19862","0.09931","320","362"
"3","10","5","15","15","3","300000","30840","0.1028","249","300"
"2","10","5","15","15","3","300000","28524","0.09508","276","327"
"1","10","5","15","15","3","300000","30250","0.10083333333333333","243","284"
"3","10","5","15","15","4","400000","41373","0.1034325","213","252"
"2","10","5","15","15","4","400000","39494","0.098735","215","259"
"1","10","5","15","15","4","400000","40677","0.1016925","234","281"
"3","10","5","15","15","5","500000","52250","0.1045","194","245"
"2","10","5","15","15","5","500000","50712","0.101424","214","260"
"1","10","5","15","15","5","500000","50926","0.101852","172","209"
"3","10","5","15","15","6","600000","63769","0.10628166666666666","193","250"
"2","10","5","15","15","6","600000","61302","0.10217","174","219"
"1","10","5","15","15","6","600000","60099","0.100165","154","192"
"3","10","5","15","15","7","700000","75821","0.10831571428571428","174","234"
"2","10","5","15","15","7","700000","71986","0.10283714285714286","129","175"
"1","10","5","15","15","7","700000","69487","0.09926714285714286","156","199"
"2","10","5","15","15","8","800000","81909","0.10238625","135","186"
"3","10","5","15","15","8","800000","86665","0.10833125","130","181"
"1","10","5","15","15","8","800000","79852","0.099815","133","186"
"2","10","5","15","15","9","900000","91746","0.10194","115","161"
"3","10","5","15","15","9","900000","97932","0.10881333333333333","122","183"
"1","10","5","15","15","9","900000","89621","0.09957888888888888","121","174"
"2","10","5","15","15","10","1000000","101122","0.101122","104","158"
"3","10","5","15","15","10","1000000","108461","0.108461","115","178"
"1","10","5","15","15","10","1000000","98750","0.09875","97","137"
"2","10","5","15","15","11","1100000","110533","0.10048454545454545","83","126"
"3","10","5","15","15","11","1100000","118231","0.10748272727272727","81","132"
"1","10","5","15","15","11","1100000","107106","0.0973690909090909","83","122"
"2","10","5","15","15","12","1200000","119232","0.09936","71","110"
"3","10","5","15","15","12","1200000","127633","0.10636083333333334","66","116"
"1","10","5","15","15","12","1200000","115282","0.09606833333333334","72","107"
"2","10","5","15","15","13","1300000","127187","0.09783615384615385","66","100"
"3","10","5","15","15","13","1300000","136532","0.10502461538461538","70","128"
