"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"week3.nlogox"
"experiment5"
"03/14/2026 11:15:40:947 +0530"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-14","15","-14","15"
"[run number]","Q","F","world-width","world-height","[step]","event-count","interaction-count","interaction-rate","unique-cultures","number-of-regions"
"3","10","5","40","40","0","0","0","0","895","900"
"2","10","5","40","40","0","0","0","0","894","900"
"1","10","5","40","40","0","0","0","0","895","899"
"1","10","5","40","40","1","100000","8816","0.08816","426","458"
"2","10","5","40","40","1","100000","8981","0.08981","446","476"
"3","10","5","40","40","1","100000","8719","0.08719","471","494"
"2","10","5","40","40","2","200000","19288","0.09644","309","352"
"1","10","5","40","40","2","200000","20145","0.100725","326","365"
"3","10","5","40","40","2","200000","19628","0.09814","318","358"
"2","10","5","40","40","3","300000","30545","0.10181666666666667","267","302"
"1","10","5","40","40","3","300000","32287","0.10762333333333333","255","309"
"3","10","5","40","40","3","300000","30537","0.10179","231","277"
"2","10","5","40","40","4","400000","42851","0.1071275","229","280"
"1","10","5","40","40","4","400000","43243","0.1081075","177","223"
"3","10","5","40","40","4","400000","40669","0.1016725","180","223"
"2","10","5","40","40","5","500000","54214","0.108428","170","216"
"1","10","5","40","40","5","500000","53900","0.1078","172","216"
"3","10","5","40","40","5","500000","50938","0.101876","147","191"
"2","10","5","40","40","6","600000","64554","0.10759","142","197"
"1","10","5","40","40","6","600000","64222","0.10703666666666667","152","200"
"3","10","5","40","40","6","600000","60364","0.10060666666666666","115","153"
"2","10","5","40","40","7","700000","75059","0.10722714285714285","139","186"
"1","10","5","40","40","7","700000","74124","0.10589142857142857","135","175"
"3","10","5","40","40","7","700000","69132","0.09876","122","151"
"2","10","5","40","40","8","800000","85449","0.10681125","127","182"
"1","10","5","40","40","8","800000","83310","0.1041375","126","167"
"3","10","5","40","40","8","800000","77105","0.09638125","91","121"
"2","10","5","40","40","9","900000","95526","0.10614","110","177"
"3","10","5","40","40","9","900000","84494","0.09388222222222223","81","111"
"1","10","5","40","40","9","900000","91770","0.10196666666666666","122","165"
"2","10","5","40","40","10","1000000","105603","0.105603","98","152"
"3","10","5","40","40","10","1000000","91778","0.091778","73","96"
"1","10","5","40","40","10","1000000","100237","0.100237","106","135"
"2","10","5","40","40","11","1100000","114383","0.10398454545454545","72","128"
"3","10","5","40","40","11","1100000","98623","0.08965727272727272","77","102"
"1","10","5","40","40","11","1100000","108465","0.09860454545454546","83","114"
"2","10","5","40","40","12","1200000","122809","0.10234083333333334","57","100"
"3","10","5","40","40","12","1200000","105553","0.08796083333333334","66","87"
"1","10","5","40","40","12","1200000","116157","0.0967975","73","111"
"2","10","5","40","40","13","1300000","130137","0.10010538461538461","44","74"
"3","10","5","40","40","13","1300000","111581","0.08583153846153846","67","102"
"1","10","5","40","40","13","1300000","124001","0.09538538461538462","76","106"
"2","10","5","40","40","14","1400000","136489","0.09749214285714286","41","71"
"3","10","5","40","40","14","1400000","117660","0.08404285714285714","58","89"
"1","10","5","40","40","14","1400000","131440","0.09388571428571428","78","110"
"2","10","5","40","40","15","1500000","143249","0.09549933333333334","36","70"
"3","10","5","40","40","15","1500000","123021","0.082014","59","85"
"1","10","5","40","40","15","1500000","138597","0.092398","71","100"
"2","10","5","40","40","16","1600000","149910","0.09369375","38","62"
"3","10","5","40","40","16","1600000","128221","0.080138125","59","82"
"1","10","5","40","40","16","1600000","145458","0.09091125","79","109"
"2","10","5","40","40","17","1700000","156607","0.09212176470588235","38","77"
"3","10","5","40","40","17","1700000","133705","0.07865","57","81"
"1","10","5","40","40","17","1700000","152112","0.08947764705882352","62","96"
"2","10","5","40","40","18","1800000","162651","0.09036166666666667","34","67"
"3","10","5","40","40","18","1800000","139569","0.07753833333333333","45","74"
"1","10","5","40","40","18","1800000","158634","0.08813","67","103"
"2","10","5","40","40","19","1900000","167240","0.08802105263157894","25","47"
"3","10","5","40","40","19","1900000","145274","0.07646","55","78"
"1","10","5","40","40","19","1900000","165384","0.0870442105263158","64","92"
"2","10","5","40","40","20","2000000","171460","0.08573","24","44"
"3","10","5","40","40","20","2000000","151765","0.0758825","57","93"
"1","10","5","40","40","20","2000000","172507","0.0862535","60","102"
"2","10","5","40","40","21","2100000","175575","0.08360714285714285","23","35"
"3","10","5","40","40","21","2100000","157835","0.07515952380952381","49","79"
"1","10","5","40","40","21","2100000","180001","0.0857147619047619","62","97"
"2","10","5","40","40","22","2200000","179348","0.08152181818181818","25","41"
"3","10","5","40","40","22","2200000","163333","0.07424227272727273","42","77"
"1","10","5","40","40","22","2200000","187536","0.08524363636363637","60","93"
"2","10","5","40","40","23","2300000","183268","0.07968173913043479","22","36"
"3","10","5","40","40","23","2300000","168748","0.07336869565217391","40","61"
"1","10","5","40","40","23","2300000","194882","0.08473130434782608","58","92"
"2","10","5","40","40","24","2400000","187376","0.07807333333333333","21","37"
"3","10","5","40","40","24","2400000","174240","0.0726","46","78"
"1","10","5","40","40","24","2400000","201451","0.08393791666666667","48","82"
