"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"week3.nlogox"
"stubborn_sweep"
"03/22/2026 11:01:42:953 +0530"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","9","0","9"
"[run number]","epsilon","Q","max-ticks","use-stubborn?","stability-window","F","alpha","stubborn-fraction","grid-size","[step]","interaction-rate","number-of-regions","unique-cultures","active-links","event-count","interaction-count"
"29","0.002","10","35000000","true","10","5","0","0.1","5","15","0.027248666666666668","8","7","17","1500000","40873"
"31","0.002","10","35000000","true","10","5","0","0.2","5","2","0.04885","7","7","11","200000","9770"
"30","0.002","10","35000000","true","10","5","0","0.1","5","13","0.047839230769230766","9","9","8","1300000","62191"
"32","0.002","10","35000000","true","10","5","0","0.2","5","0","0","25","25","11","0","0"
"29","0.002","10","35000000","true","10","5","0","0.1","5","16","0.027688125","5","5","6","1600000","44301"
"33","0.002","10","35000000","true","10","5","0","0.2","5","0","0","25","25","15","0","0"
"32","0.002","10","35000000","true","10","5","0","0.2","5","1","0.03778","13","13","10","100000","3778"
"31","0.002","10","35000000","true","10","5","0","0.2","5","3","0.051666666666666666","6","6","7","300000","15500"
"33","0.002","10","35000000","true","10","5","0","0.2","5","1","0.00207","10","10","1","100000","207"
"32","0.002","10","35000000","true","10","5","0","0.2","5","2","0.036675","13","11","11","200000","7335"
"33","0.002","10","35000000","true","10","5","0","0.2","5","2","0.001035","10","10","1","200000","207"
"31","0.002","10","35000000","true","10","5","0","0.2","5","4","0.050565","13","12","26","400000","20226"
"33","0.002","10","35000000","true","10","5","0","0.2","5","3","6.9E-4","10","10","1","300000","207"
"32","0.002","10","35000000","true","10","5","0","0.2","5","3","0.03614333333333333","13","12","11","300000","10843"
"31","0.002","10","35000000","true","10","5","0","0.2","5","5","0.05284","9","9","17","500000","26420"
"33","0.002","10","35000000","true","10","5","0","0.2","5","4","5.175E-4","10","10","1","400000","207"
"32","0.002","10","35000000","true","10","5","0","0.2","5","4","0.036385","10","10","6","400000","14554"
"33","0.002","10","35000000","true","10","5","0","0.2","5","5","4.14E-4","10","10","1","500000","207"
"31","0.002","10","35000000","true","10","5","0","0.2","5","6","0.05517333333333333","7","7","9","600000","33104"
"32","0.002","10","35000000","true","10","5","0","0.2","5","5","0.03652","12","12","11","500000","18260"
"33","0.002","10","35000000","true","10","5","0","0.2","5","6","3.45E-4","10","10","1","600000","207"
"31","0.002","10","35000000","true","10","5","0","0.2","5","7","0.05549571428571429","10","10","18","700000","38847"
"32","0.002","10","35000000","true","10","5","0","0.2","5","6","0.03544666666666667","11","11","7","600000","21268"
"33","0.002","10","35000000","true","10","5","0","0.2","5","7","2.957142857142857E-4","10","10","1","700000","207"
"32","0.002","10","35000000","true","10","5","0","0.2","5","7","0.03476571428571429","13","12","11","700000","24336"
"31","0.002","10","35000000","true","10","5","0","0.2","5","8","0.05939875","12","12","20","800000","47519"
"33","0.002","10","35000000","true","10","5","0","0.2","5","8","2.5875E-4","10","10","1","800000","207"
"32","0.002","10","35000000","true","10","5","0","0.2","5","8","0.03492","10","10","8","800000","27936"
"33","0.002","10","35000000","true","10","5","0","0.2","5","9","2.3E-4","10","10","1","900000","207"
"31","0.002","10","35000000","true","10","5","0","0.2","5","9","0.06043333333333333","14","11","24","900000","54390"
"33","0.002","10","35000000","true","10","5","0","0.2","5","10","2.07E-4","10","10","1","1000000","207"
"32","0.002","10","35000000","true","10","5","0","0.2","5","9","0.03512","11","10","8","900000","31608"
"33","0.002","10","35000000","true","10","5","0","0.2","5","11","1.881818181818182E-4","10","10","1","1100000","207"
"31","0.002","10","35000000","true","10","5","0","0.2","5","10","0.062877","14","14","25","1000000","62877"
"32","0.002","10","35000000","true","10","5","0","0.2","5","10","0.034805","10","10","5","1000000","34805"
"33","0.002","10","35000000","true","10","5","0","0.2","5","12","1.725E-4","10","10","1","1200000","207"
"34","0.002","10","35000000","true","10","5","0","0.2","5","0","0","25","25","17","0","0"
"31","0.002","10","35000000","true","10","5","0","0.2","5","11","0.06455545454545454","12","12","21","1100000","71011"
"32","0.002","10","35000000","true","10","5","0","0.2","5","11","0.034716363636363635","9","9","3","1100000","38188"
"34","0.002","10","35000000","true","10","5","0","0.2","5","1","0.02756","9","9","9","100000","2756"
"32","0.002","10","35000000","true","10","5","0","0.2","5","12","0.03478916666666667","13","12","11","1200000","41747"
"35","0.002","10","35000000","true","10","5","0","0.2","5","0","0","25","25","17","0","0"
"31","0.002","10","35000000","true","10","5","0","0.2","5","12","0.06572166666666666","10","9","19","1200000","78866"
"34","0.002","10","35000000","true","10","5","0","0.2","5","2","0.02506","7","7","5","200000","5012"
"35","0.002","10","35000000","true","10","5","0","0.2","5","1","0.04533","8","8","7","100000","4533"
"31","0.002","10","35000000","true","10","5","0","0.2","5","13","0.06699","11","10","22","1300000","87087"
"34","0.002","10","35000000","true","10","5","0","0.2","5","3","0.026206666666666666","6","6","2","300000","7862"
"35","0.002","10","35000000","true","10","5","0","0.2","5","2","0.044575","12","11","14","200000","8915"
"34","0.002","10","35000000","true","10","5","0","0.2","5","4","0.0249675","10","10","12","400000","9987"
"31","0.002","10","35000000","true","10","5","0","0.2","5","14","0.06797285714285714","12","11","22","1400000","95162"
"35","0.002","10","35000000","true","10","5","0","0.2","5","3","0.04079666666666667","8","8","6","300000","12239"
"34","0.002","10","35000000","true","10","5","0","0.2","5","5","0.025078","11","11","13","500000","12539"
"31","0.002","10","35000000","true","10","5","0","0.2","5","15","0.069122","10","10","19","1500000","103683"
"35","0.002","10","35000000","true","10","5","0","0.2","5","4","0.0391125","9","9","10","400000","15645"
"34","0.002","10","35000000","true","10","5","0","0.2","5","6","0.022941666666666666","8","8","6","600000","13765"
"35","0.002","10","35000000","true","10","5","0","0.2","5","5","0.038462","10","10","10","500000","19231"
"31","0.002","10","35000000","true","10","5","0","0.2","5","16","0.069761875","10","9","19","1600000","111619"
"34","0.002","10","35000000","true","10","5","0","0.2","5","7","0.022457142857142856","9","9","10","700000","15720"
"35","0.002","10","35000000","true","10","5","0","0.2","5","6","0.038123333333333335","12","11","13","600000","22874"
"31","0.002","10","35000000","true","10","5","0","0.2","5","17","0.07050588235294118","9","9","16","1700000","119860"
"34","0.002","10","35000000","true","10","5","0","0.2","5","8","0.02156625","6","6","2","800000","17253"
"35","0.002","10","35000000","true","10","5","0","0.2","5","7","0.03857857142857143","10","10","9","700000","27005"
"34","0.002","10","35000000","true","10","5","0","0.2","5","9","0.019652222222222224","6","6","1","900000","17687"
"31","0.002","10","35000000","true","10","5","0","0.2","5","18","0.07068944444444444","13","12","23","1800000","127241"
"35","0.002","10","35000000","true","10","5","0","0.2","5","8","0.03923125","16","14","19","800000","31385"
"34","0.002","10","35000000","true","10","5","0","0.2","5","10","0.017973","6","6","1","1000000","17973"
"31","0.002","10","35000000","true","10","5","0","0.2","5","19","0.07124947368421053","7","7","15","1900000","135374"
"35","0.002","10","35000000","true","10","5","0","0.2","5","9","0.038925555555555554","11","11","14","900000","35033"
"34","0.002","10","35000000","true","10","5","0","0.2","5","11","0.01663181818181818","7","7","2","1100000","18295"
"31","0.002","10","35000000","true","10","5","0","0.2","5","20","0.0715705","11","9","21","2000000","143141"
"35","0.002","10","35000000","true","10","5","0","0.2","5","10","0.039727","12","12","15","1000000","39727"
"34","0.002","10","35000000","true","10","5","0","0.2","5","12","0.015485833333333334","6","6","1","1200000","18583"
"35","0.002","10","35000000","true","10","5","0","0.2","5","11","0.039557272727272726","11","10","10","1100000","43513"
"34","0.002","10","35000000","true","10","5","0","0.2","5","13","0.014531538461538462","6","6","1","1300000","18891"
"31","0.002","10","35000000","true","10","5","0","0.2","5","21","0.07253809523809523","12","10","23","2100000","152330"
"36","0.002","10","35000000","true","10","5","0","0.2","5","0","0","25","25","11","0","0"
"34","0.002","10","35000000","true","10","5","0","0.2","5","14","0.0137","7","7","2","1400000","19180"
"35","0.002","10","35000000","true","10","5","0","0.2","5","12","0.039588333333333336","9","9","8","1200000","47506"
"36","0.002","10","35000000","true","10","5","0","0.2","5","1","0.05631","10","10","14","100000","5631"
"34","0.002","10","35000000","true","10","5","0","0.2","5","15","0.012995333333333333","6","6","1","1500000","19493"
"35","0.002","10","35000000","true","10","5","0","0.2","5","13","0.04001538461538461","9","9","8","1300000","52020"
"36","0.002","10","35000000","true","10","5","0","0.2","5","2","0.05626","10","10","15","200000","11252"
"34","0.002","10","35000000","true","10","5","0","0.2","5","16","0.012369375","6","6","1","1600000","19791"
"35","0.002","10","35000000","true","10","5","0","0.2","5","14","0.040145","9","9","8","1400000","56203"
"37","0.002","10","35000000","true","10","5","0","0.2","5","0","0","25","25","18","0","0"
"34","0.002","10","35000000","true","10","5","0","0.2","5","17","0.01181529411764706","7","7","2","1700000","20086"
"36","0.002","10","35000000","true","10","5","0","0.2","5","3","0.057","8","8","11","300000","17100"
"38","0.002","10","35000000","true","10","5","0","0.2","5","0","0","25","25","20","0","0"
"37","0.002","10","35000000","true","10","5","0","0.2","5","1","0.04567","14","14","19","100000","4567"
"38","0.002","10","35000000","true","10","5","0","0.2","5","1","0.02007","7","7","4","100000","2007"
"36","0.002","10","35000000","true","10","5","0","0.2","5","4","0.0580075","11","11","15","400000","23203"
"37","0.002","10","35000000","true","10","5","0","0.2","5","2","0.05029","16","16","19","200000","10058"
"38","0.002","10","35000000","true","10","5","0","0.2","5","2","0.01847","7","7","4","200000","3694"
"36","0.002","10","35000000","true","10","5","0","0.2","5","5","0.05863","9","9","12","500000","29315"
"37","0.002","10","35000000","true","10","5","0","0.2","5","3","0.04998333333333333","14","14","18","300000","14995"
"38","0.002","10","35000000","true","10","5","0","0.2","5","3","0.017836666666666667","8","8","6","300000","5351"
"36","0.002","10","35000000","true","10","5","0","0.2","5","6","0.05789166666666667","13","12","21","600000","34735"
"37","0.002","10","35000000","true","10","5","0","0.2","5","4","0.050415","18","18","22","400000","20166"
"38","0.002","10","35000000","true","10","5","0","0.2","5","4","0.0177","7","7","5","400000","7080"
"36","0.002","10","35000000","true","10","5","0","0.2","5","7","0.05776428571428571","9","9","12","700000","40435"
"37","0.002","10","35000000","true","10","5","0","0.2","5","5","0.049696","16","16","22","500000","24848"
"38","0.002","10","35000000","true","10","5","0","0.2","5","5","0.017794","7","7","4","500000","8897"
"36","0.002","10","35000000","true","10","5","0","0.2","5","8","0.05777625","11","10","14","800000","46221"
"37","0.002","10","35000000","true","10","5","0","0.2","5","6","0.04965","15","14","21","600000","29790"
"38","0.002","10","35000000","true","10","5","0","0.2","5","6","0.01734","7","7","4","600000","10404"
"37","0.002","10","35000000","true","10","5","0","0.2","5","7","0.05018285714285714","16","16","19","700000","35128"
"36","0.002","10","35000000","true","10","5","0","0.2","5","9","0.05782777777777778","14","13","21","900000","52045"
"38","0.002","10","35000000","true","10","5","0","0.2","5","7","0.017198571428571428","6","6","2","700000","12039"
"37","0.002","10","35000000","true","10","5","0","0.2","5","8","0.05014","16","16","21","800000","40112"
"36","0.002","10","35000000","true","10","5","0","0.2","5","10","0.05839","10","10","14","1000000","58390"
"38","0.002","10","35000000","true","10","5","0","0.2","5","8","0.0171775","7","7","4","800000","13742"
"37","0.002","10","35000000","true","10","5","0","0.2","5","9","0.05030222222222222","17","17","22","900000","45272"
"38","0.002","10","35000000","true","10","5","0","0.2","5","9","0.017043333333333334","6","6","3","900000","15339"
"36","0.002","10","35000000","true","10","5","0","0.2","5","11","0.05835090909090909","8","8","6","1100000","64186"
"37","0.002","10","35000000","true","10","5","0","0.2","5","10","0.049994","14","14","16","1000000","49994"
"38","0.002","10","35000000","true","10","5","0","0.2","5","10","0.016846","7","7","4","1000000","16846"
"36","0.002","10","35000000","true","10","5","0","0.2","5","12","0.058311666666666664","14","13","17","1200000","69974"
"39","0.002","10","35000000","true","10","5","0","0.2","5","0","0","25","25","23","0","0"
"37","0.002","10","35000000","true","10","5","0","0.2","5","11","0.05040272727272727","17","17","21","1100000","55443"
"38","0.002","10","35000000","true","10","5","0","0.2","5","11","0.016756363636363635","8","8","5","1100000","18432"
"39","0.002","10","35000000","true","10","5","0","0.2","5","1","0.02239","9","9","6","100000","2239"
"38","0.002","10","35000000","true","10","5","0","0.2","5","12","0.016643333333333333","7","7","4","1200000","19972"
"40","0.002","10","35000000","true","10","5","0","0.2","5","0","0","25","25","20","0","0"
"37","0.002","10","35000000","true","10","5","0","0.2","5","12","0.05071","16","16","22","1200000","60852"
"39","0.002","10","35000000","true","10","5","0","0.2","5","2","0.021605","10","10","8","200000","4321"
"40","0.002","10","35000000","true","10","5","0","0.2","5","1","0.02794","10","10","6","100000","2794"
"39","0.002","10","35000000","true","10","5","0","0.2","5","3","0.021043333333333334","9","9","6","300000","6313"
"37","0.002","10","35000000","true","10","5","0","0.2","5","13","0.05069230769230769","12","12","12","1300000","65900"
"41","0.002","10","35000000","true","10","5","0","0.2","5","0","0","25","25","15","0","0"
"39","0.002","10","35000000","true","10","5","0","0.2","5","4","0.0213","11","11","10","400000","8520"
"41","0.002","10","35000000","true","10","5","0","0.2","5","1","0.018","10","10","6","100000","1800"
"40","0.002","10","35000000","true","10","5","0","0.2","5","2","0.04426","16","16","27","200000","8852"
"39","0.002","10","35000000","true","10","5","0","0.2","5","5","0.02102","10","10","8","500000","10510"
"41","0.002","10","35000000","true","10","5","0","0.2","5","2","0.02981","9","9","5","200000","5962"
"40","0.002","10","35000000","true","10","5","0","0.2","5","3","0.04927","10","10","9","300000","14781"
"39","0.002","10","35000000","true","10","5","0","0.2","5","6","0.020901666666666666","11","11","9","600000","12541"
"41","0.002","10","35000000","true","10","5","0","0.2","5","3","0.03342333333333333","10","10","8","300000","10027"
"40","0.002","10","35000000","true","10","5","0","0.2","5","4","0.0493875","15","14","19","400000","19755"
"39","0.002","10","35000000","true","10","5","0","0.2","5","7","0.020787142857142858","11","11","10","700000","14551"
"41","0.002","10","35000000","true","10","5","0","0.2","5","4","0.034395","13","12","11","400000","13758"
"40","0.002","10","35000000","true","10","5","0","0.2","5","5","0.051542","13","11","17","500000","25771"
"39","0.002","10","35000000","true","10","5","0","0.2","5","8","0.020645","9","9","6","800000","16516"
"41","0.002","10","35000000","true","10","5","0","0.2","5","5","0.035466","13","11","13","500000","17733"
"39","0.002","10","35000000","true","10","5","0","0.2","5","9","0.02061111111111111","9","9","6","900000","18550"
"40","0.002","10","35000000","true","10","5","0","0.2","5","6","0.05533833333333334","15","15","26","600000","33203"
"41","0.002","10","35000000","true","10","5","0","0.2","5","6","0.03671","13","11","13","600000","22026"
"39","0.002","10","35000000","true","10","5","0","0.2","5","10","0.020442","9","9","6","1000000","20442"
"40","0.002","10","35000000","true","10","5","0","0.2","5","7","0.05775285714285714","13","13","19","700000","40427"
"41","0.002","10","35000000","true","10","5","0","0.2","5","7","0.03672857142857143","12","11","12","700000","25710"
"39","0.002","10","35000000","true","10","5","0","0.2","5","11","0.020344545454545455","8","8","4","1100000","22379"
"41","0.002","10","35000000","true","10","5","0","0.2","5","8","0.03720375","15","15","16","800000","29763"
"40","0.002","10","35000000","true","10","5","0","0.2","5","8","0.0551475","10","10","9","800000","44118"
"39","0.002","10","35000000","true","10","5","0","0.2","5","12","0.020331666666666668","10","10","7","1200000","24398"
"42","0.002","10","35000000","true","10","5","0","0.2","5","0","0","25","25","20","0","0"
"41","0.002","10","35000000","true","10","5","0","0.2","5","9","0.037184444444444444","9","9","5","900000","33466"
"40","0.002","10","35000000","true","10","5","0","0.2","5","9","0.05406888888888889","10","10","9","900000","48662"
"42","0.002","10","35000000","true","10","5","0","0.2","5","1","0.00723","9","9","3","100000","723"
"41","0.002","10","35000000","true","10","5","0","0.2","5","10","0.036681","10","10","7","1000000","36681"
"40","0.002","10","35000000","true","10","5","0","0.2","5","10","0.055081","12","11","16","1000000","55081"
"42","0.002","10","35000000","true","10","5","0","0.2","5","2","0.00585","7","7","1","200000","1170"
"41","0.002","10","35000000","true","10","5","0","0.2","5","11","0.03584545454545455","12","11","11","1100000","39430"
"42","0.002","10","35000000","true","10","5","0","0.2","5","3","0.005233333333333334","8","8","2","300000","1570"
"40","0.002","10","35000000","true","10","5","0","0.2","5","11","0.05406090909090909","12","11","19","1100000","59467"
"41","0.002","10","35000000","true","10","5","0","0.2","5","12","0.035258333333333336","9","9","4","1200000","42310"
"42","0.002","10","35000000","true","10","5","0","0.2","5","4","0.004915","7","7","1","400000","1966"
"40","0.002","10","35000000","true","10","5","0","0.2","5","12","0.053731666666666664","11","11","13","1200000","64478"
"41","0.002","10","35000000","true","10","5","0","0.2","5","13","0.034646923076923075","9","9","5","1300000","45041"
"42","0.002","10","35000000","true","10","5","0","0.2","5","5","0.005126","8","8","2","500000","2563"
"40","0.002","10","35000000","true","10","5","0","0.2","5","13","0.05326307692307692","15","15","21","1300000","69242"
"42","0.002","10","35000000","true","10","5","0","0.2","5","6","0.005076666666666667","7","7","1","600000","3046"
"41","0.002","10","35000000","true","10","5","0","0.2","5","14","0.034095","8","8","3","1400000","47733"
"43","0.002","10","35000000","true","10","5","0","0.2","5","0","0","25","25","18","0","0"
"42","0.002","10","35000000","true","10","5","0","0.2","5","7","0.005074285714285714","8","8","2","700000","3552"
"40","0.002","10","35000000","true","10","5","0","0.2","5","14","0.05254285714285714","9","9","6","1400000","73560"
"43","0.002","10","35000000","true","10","5","0","0.2","5","1","0.02031","12","12","6","100000","2031"
"42","0.002","10","35000000","true","10","5","0","0.2","5","8","0.00488625","8","8","2","800000","3909"
"43","0.002","10","35000000","true","10","5","0","0.2","5","2","0.01876","11","11","7","200000","3752"
"40","0.002","10","35000000","true","10","5","0","0.2","5","15","0.05202266666666667","12","12","15","1500000","78034"
"42","0.002","10","35000000","true","10","5","0","0.2","5","9","0.004886666666666667","7","7","1","900000","4398"
"43","0.002","10","35000000","true","10","5","0","0.2","5","3","0.017866666666666666","11","11","4","300000","5360"
"40","0.002","10","35000000","true","10","5","0","0.2","5","16","0.051495625","9","9","7","1600000","82393"
"42","0.002","10","35000000","true","10","5","0","0.2","5","10","0.004933","9","9","3","1000000","4933"
"43","0.002","10","35000000","true","10","5","0","0.2","5","4","0.016795","11","11","6","400000","6718"
"40","0.002","10","35000000","true","10","5","0","0.2","5","17","0.050623529411764706","10","10","7","1700000","86060"
"42","0.002","10","35000000","true","10","5","0","0.2","5","11","0.004837272727272727","8","8","2","1100000","5321"
"43","0.002","10","35000000","true","10","5","0","0.2","5","5","0.016236","12","12","6","500000","8118"
"42","0.002","10","35000000","true","10","5","0","0.2","5","12","0.0048625","8","8","2","1200000","5835"
"44","0.002","10","35000000","true","10","5","0","0.2","5","0","0","25","25","16","0","0"
"40","0.002","10","35000000","true","10","5","0","0.2","5","18","0.04987333333333333","11","11","12","1800000","89772"
"43","0.002","10","35000000","true","10","5","0","0.2","5","6","0.016603333333333335","12","12","6","600000","9962"
"44","0.002","10","35000000","true","10","5","0","0.2","5","1","0.0363","9","9","11","100000","3630"
"40","0.002","10","35000000","true","10","5","0","0.2","5","19","0.049285263157894735","12","11","15","1900000","93642"
"45","0.002","10","35000000","true","10","5","0","0.2","5","0","0","25","25","26","0","0"
"43","0.002","10","35000000","true","10","5","0","0.2","5","7","0.0163","13","13","7","700000","11410"
"45","0.002","10","35000000","true","10","5","0","0.2","5","1","0.03619","16","16","16","100000","3619"
"44","0.002","10","35000000","true","10","5","0","0.2","5","2","0.04721","11","11","15","200000","9442"
"43","0.002","10","35000000","true","10","5","0","0.2","5","8","0.01640625","15","15","11","800000","13125"
"45","0.002","10","35000000","true","10","5","0","0.2","5","2","0.03763","15","15","15","200000","7526"
"43","0.002","10","35000000","true","10","5","0","0.2","5","9","0.016427777777777777","11","11","4","900000","14785"
"44","0.002","10","35000000","true","10","5","0","0.2","5","3","0.05339666666666667","11","11","16","300000","16019"
"45","0.002","10","35000000","true","10","5","0","0.2","5","3","0.036686666666666666","14","14","12","300000","11006"
"43","0.002","10","35000000","true","10","5","0","0.2","5","10","0.016182","11","11","4","1000000","16182"
"44","0.002","10","35000000","true","10","5","0","0.2","5","4","0.0566225","9","9","8","400000","22649"
"43","0.002","10","35000000","true","10","5","0","0.2","5","11","0.016164545454545456","13","12","8","1100000","17781"
"45","0.002","10","35000000","true","10","5","0","0.2","5","4","0.0368275","15","15","13","400000","14731"
"43","0.002","10","35000000","true","10","5","0","0.2","5","12","0.016015","10","10","3","1200000","19218"
"46","0.002","10","35000000","true","10","5","0","0.2","5","0","0","25","25","13","0","0"
"44","0.002","10","35000000","true","10","5","0","0.2","5","5","0.057072","13","12","18","500000","28536"
"45","0.002","10","35000000","true","10","5","0","0.2","5","5","0.03682","15","15","13","500000","18410"
"46","0.002","10","35000000","true","10","5","0","0.2","5","1","0.03944","18","17","17","100000","3944"
"45","0.002","10","35000000","true","10","5","0","0.2","5","6","0.03697333333333333","13","13","10","600000","22184"
"44","0.002","10","35000000","true","10","5","0","0.2","5","6","0.058401666666666664","8","8","13","600000","35041"
"46","0.002","10","35000000","true","10","5","0","0.2","5","2","0.03869","17","17","15","200000","7738"
"45","0.002","10","35000000","true","10","5","0","0.2","5","7","0.036814285714285716","13","13","10","700000","25770"
"44","0.002","10","35000000","true","10","5","0","0.2","5","7","0.05686857142857143","8","8","8","700000","39808"
"46","0.002","10","35000000","true","10","5","0","0.2","5","3","0.03856","17","17","14","300000","11568"
"45","0.002","10","35000000","true","10","5","0","0.2","5","8","0.036825","15","15","16","800000","29460"
"44","0.002","10","35000000","true","10","5","0","0.2","5","8","0.05593125","11","11","15","800000","44745"
"46","0.002","10","35000000","true","10","5","0","0.2","5","4","0.0381175","16","16","15","400000","15247"
"45","0.002","10","35000000","true","10","5","0","0.2","5","9","0.036997777777777775","16","16","15","900000","33298"
"44","0.002","10","35000000","true","10","5","0","0.2","5","9","0.057118888888888886","10","10","15","900000","51407"
"46","0.002","10","35000000","true","10","5","0","0.2","5","5","0.03783","15","15","11","500000","18915"
"45","0.002","10","35000000","true","10","5","0","0.2","5","10","0.037189","16","16","15","1000000","37189"
"46","0.002","10","35000000","true","10","5","0","0.2","5","6","0.03838","13","13","9","600000","23028"
"44","0.002","10","35000000","true","10","5","0","0.2","5","10","0.058098","9","9","12","1000000","58098"
"45","0.002","10","35000000","true","10","5","0","0.2","5","11","0.03695545454545455","19","19","19","1100000","40651"
"46","0.002","10","35000000","true","10","5","0","0.2","5","7","0.038688571428571426","17","17","15","700000","27082"
"45","0.002","10","35000000","true","10","5","0","0.2","5","12","0.03661166666666667","13","13","10","1200000","43934"
"44","0.002","10","35000000","true","10","5","0","0.2","5","11","0.05888909090909091","9","9","12","1100000","64778"
"47","0.002","10","35000000","true","10","5","0","0.2","5","0","0","25","25","13","0","0"
"46","0.002","10","35000000","true","10","5","0","0.2","5","8","0.0383875","16","16","14","800000","30710"
"47","0.002","10","35000000","true","10","5","0","0.2","5","1","0.03605","13","13","7","100000","3605"
"44","0.002","10","35000000","true","10","5","0","0.2","5","12","0.059408333333333334","10","10","15","1200000","71290"
"46","0.002","10","35000000","true","10","5","0","0.2","5","9","0.03841777777777778","17","17","16","900000","34576"
"47","0.002","10","35000000","true","10","5","0","0.2","5","2","0.030475","11","11","3","200000","6095"
"44","0.002","10","35000000","true","10","5","0","0.2","5","13","0.05971846153846154","10","10","14","1300000","77634"
"46","0.002","10","35000000","true","10","5","0","0.2","5","10","0.038677","16","16","13","1000000","38677"
"47","0.002","10","35000000","true","10","5","0","0.2","5","3","0.030136666666666666","9","9","3","300000","9041"
"44","0.002","10","35000000","true","10","5","0","0.2","5","14","0.06014071428571428","9","9","11","1400000","84197"
"46","0.002","10","35000000","true","10","5","0","0.2","5","11","0.03876727272727273","15","15","12","1100000","42644"
"47","0.002","10","35000000","true","10","5","0","0.2","5","4","0.029065","10","10","7","400000","11626"
"46","0.002","10","35000000","true","10","5","0","0.2","5","12","0.038635","15","15","12","1200000","46362"
"48","0.002","10","35000000","true","10","5","0","0.2","5","0","0","25","25","19","0","0"
"44","0.002","10","35000000","true","10","5","0","0.2","5","15","0.060511333333333334","8","8","8","1500000","90767"
"49","0.002","10","35000000","true","10","5","0","0.2","5","0","0","25","25","17","0","0"
"47","0.002","10","35000000","true","10","5","0","0.2","5","5","0.030894","11","11","7","500000","15447"
"48","0.002","10","35000000","true","10","5","0","0.2","5","1","0.0522","11","11","13","100000","5220"
"49","0.002","10","35000000","true","10","5","0","0.2","5","1","0.03752","8","8","9","100000","3752"
"47","0.002","10","35000000","true","10","5","0","0.2","5","6","0.030426666666666668","11","11","6","600000","18256"
"48","0.002","10","35000000","true","10","5","0","0.2","5","2","0.05645","16","16","20","200000","11290"
"49","0.002","10","35000000","true","10","5","0","0.2","5","2","0.032285","7","7","6","200000","6457"
"47","0.002","10","35000000","true","10","5","0","0.2","5","7","0.02836","11","11","7","700000","19852"
"48","0.002","10","35000000","true","10","5","0","0.2","5","3","0.05643666666666667","13","13","14","300000","16931"
"49","0.002","10","35000000","true","10","5","0","0.2","5","3","0.030113333333333332","8","8","7","300000","9034"
"47","0.002","10","35000000","true","10","5","0","0.2","5","8","0.0276825","13","12","10","800000","22146"
"48","0.002","10","35000000","true","10","5","0","0.2","5","4","0.057135","17","17","22","400000","22854"
"49","0.002","10","35000000","true","10","5","0","0.2","5","4","0.0323275","8","8","5","400000","12931"
"47","0.002","10","35000000","true","10","5","0","0.2","5","9","0.027571111111111112","10","10","4","900000","24814"
"48","0.002","10","35000000","true","10","5","0","0.2","5","5","0.057286","16","16","21","500000","28643"
"49","0.002","10","35000000","true","10","5","0","0.2","5","5","0.031238","8","8","7","500000","15619"
"47","0.002","10","35000000","true","10","5","0","0.2","5","10","0.027627","12","12","10","1000000","27627"
"48","0.002","10","35000000","true","10","5","0","0.2","5","6","0.05767","16","15","22","600000","34602"
"49","0.002","10","35000000","true","10","5","0","0.2","5","6","0.032215","9","8","6","600000","19329"
"47","0.002","10","35000000","true","10","5","0","0.2","5","11","0.028065454545454546","13","12","10","1100000","30872"
"48","0.002","10","35000000","true","10","5","0","0.2","5","7","0.05828571428571429","14","14","18","700000","40800"
"47","0.002","10","35000000","true","10","5","0","0.2","5","12","0.0278275","11","11","7","1200000","33393"
"49","0.002","10","35000000","true","10","5","0","0.2","5","7","0.03462285714285714","12","12","19","700000","24236"
"48","0.002","10","35000000","true","10","5","0","0.2","5","8","0.05816","15","15","19","800000","46528"
"47","0.002","10","35000000","true","10","5","0","0.2","5","13","0.02789153846153846","11","10","11","1300000","36259"
"49","0.002","10","35000000","true","10","5","0","0.2","5","8","0.03619625","9","9","14","800000","28957"
"48","0.002","10","35000000","true","10","5","0","0.2","5","9","0.057883333333333335","15","15","17","900000","52095"
"47","0.002","10","35000000","true","10","5","0","0.2","5","14","0.02785","9","9","4","1400000","38990"
"49","0.002","10","35000000","true","10","5","0","0.2","5","9","0.038336666666666665","8","8","10","900000","34503"
"47","0.002","10","35000000","true","10","5","0","0.2","5","15","0.027876666666666668","10","10","6","1500000","41815"
"48","0.002","10","35000000","true","10","5","0","0.2","5","10","0.057907","13","13","17","1000000","57907"
"49","0.002","10","35000000","true","10","5","0","0.2","5","10","0.03992","11","11","16","1000000","39920"
"47","0.002","10","35000000","true","10","5","0","0.2","5","16","0.02750625","11","11","8","1600000","44010"
"48","0.002","10","35000000","true","10","5","0","0.2","5","11","0.058324545454545455","17","17","21","1100000","64157"
"49","0.002","10","35000000","true","10","5","0","0.2","5","11","0.04118636363636364","12","11","16","1100000","45305"
"47","0.002","10","35000000","true","10","5","0","0.2","5","17","0.02755764705882353","11","11","9","1700000","46848"
"48","0.002","10","35000000","true","10","5","0","0.2","5","12","0.05846333333333333","17","17","22","1200000","70156"
"49","0.002","10","35000000","true","10","5","0","0.2","5","12","0.0430675","7","7","7","1200000","51681"
