[run number],epsilon,Q,max-ticks,use-stubborn?,stability-window,F,alpha,stubborn-fraction,grid-size,[step],interaction-rate,number-of-regions,unique-cultures,active-links,event-count,largest-region-fraction,interaction-count
52,0.001,10,35000000,TRUE,10,5,0,0.2,30,16,0.07705125,410,388,755,1600000,0.035555556,123282
53,0.001,10,35000000,TRUE,10,5,0,0.2,30,20,0.087814,403,381,805,2000000,0.046666667,175628
54,0.001,10,35000000,TRUE,10,5,0,0.2,30,15,0.084236667,452,432,850,1500000,0.026666667,126355
55,0.001,10,35000000,TRUE,10,5,0,0.2,30,17,0.085946471,425,396,865,1700000,0.022222222,146109
56,0.001,10,35000000,TRUE,10,5,0,0.2,30,17,0.08895,432,407,866,1700000,0.028888889,151215
57,0.001,10,35000000,TRUE,10,5,0,0.2,30,15,0.087784,425,404,879,1500000,0.023333333,131676
58,0.001,10,35000000,TRUE,10,5,0,0.2,30,16,0.07950125,438,410,825,1600000,0.047777778,127202
59,0.001,10,35000000,TRUE,10,5,0,0.2,30,21,0.0847,470,437,888,2100000,0.026666667,177870
60,0.001,10,35000000,TRUE,10,5,0,0.2,30,17,0.086312353,431,401,876,1700000,0.018888889,146731
61,0.001,10,35000000,TRUE,10,5,0,0.2,30,16,0.08159,452,430,884,1600000,0.031111111,130544
62,0.001,10,35000000,TRUE,10,5,0,0.2,30,18,0.087493889,447,421,917,1800000,0.018888889,157489
63,0.001,10,35000000,TRUE,10,5,0,0.2,30,21,0.086152381,409,395,819,2100000,0.048888889,180920
64,0.001,10,35000000,TRUE,10,5,0,0.2,30,17,0.082355294,452,422,833,1700000,0.021111111,140004
65,0.001,10,35000000,TRUE,10,5,0,0.2,30,15,0.087071333,432,403,834,1500000,0.033333333,130607
66,0.001,10,35000000,TRUE,10,5,0,0.2,30,19,0.087078421,428,404,879,1900000,0.031111111,165449
67,0.001,10,35000000,TRUE,10,5,0,0.2,30,17,0.085125294,442,413,896,1700000,0.032222222,144713
68,0.001,10,35000000,TRUE,10,5,0,0.2,30,16,0.0866325,463,440,912,1600000,0.021111111,138612
69,0.001,10,35000000,TRUE,10,5,0,0.2,30,19,0.089817368,437,407,882,1900000,0.025555556,170653
70,0.001,10,35000000,TRUE,10,5,0,0.2,30,21,0.085618571,397,376,777,2100000,0.036666667,179799
71,0.001,10,35000000,TRUE,10,5,0,0.2,30,16,0.08875,368,342,790,1600000,0.026666667,142000
72,0.001,10,35000000,TRUE,10,5,0,0.2,30,21,0.082802857,434,414,812,2100000,0.028888889,173886
73,0.001,10,35000000,TRUE,10,5,0,0.2,30,15,0.079345333,444,429,868,1500000,0.026666667,119018
74,0.001,10,35000000,TRUE,10,5,0,0.2,30,18,0.088848333,405,394,862,1800000,0.041111111,159927
75,0.001,10,35000000,TRUE,10,5,0,0.2,30,14,0.08022,430,407,810,1400000,0.028888889,112308
76,0.001,10,35000000,TRUE,10,5,0,0.2,30,15,0.085312667,462,434,914,1500000,0.027777778,127969
77,0.001,10,35000000,TRUE,10,5,0,0.2,30,18,0.086979444,448,431,892,1800000,0.021111111,156563
78,0.001,10,35000000,TRUE,10,5,0,0.2,30,16,0.08949,404,385,857,1600000,0.025555556,143184
79,0.001,10,35000000,TRUE,10,5,0,0.2,30,16,0.080998125,405,380,817,1600000,0.026666667,129597
80,0.001,10,35000000,TRUE,10,5,0,0.2,30,15,0.084562667,450,430,869,1500000,0.035555556,126844
81,0.001,10,35000000,TRUE,10,5,0,0.2,30,14,0.076844286,440,417,837,1400000,0.026666667,107582
82,0.001,10,35000000,TRUE,10,5,0,0.2,30,20,0.0745455,383,371,714,2000000,0.042222222,149091
83,0.001,10,35000000,TRUE,10,5,0,0.2,30,20,0.0858905,394,373,816,2000000,0.032222222,171781
84,0.001,10,35000000,TRUE,10,5,0,0.2,30,19,0.086919474,472,443,897,1900000,0.023333333,165147
85,0.001,10,35000000,TRUE,10,5,0,0.2,30,15,0.084553333,422,402,820,1500000,0.044444444,126830
86,0.001,10,35000000,TRUE,10,5,0,0.2,30,20,0.0876225,443,421,907,2000000,0.025555556,175245
87,0.001,10,35000000,TRUE,10,5,0,0.2,30,17,0.090067647,397,371,860,1700000,0.023333333,153115
88,0.001,10,35000000,TRUE,10,5,0,0.2,30,19,0.087630526,425,394,869,1900000,0.023333333,166498
89,0.001,10,35000000,TRUE,10,5,0,0.2,30,18,0.083192222,408,389,779,1800000,0.02,149746
90,0.001,10,35000000,TRUE,10,5,0,0.2,30,18,0.086195,419,398,813,1800000,0.077777778,155151
91,0.001,10,35000000,TRUE,10,5,0,0.2,30,20,0.084026,465,449,917,2000000,0.036666667,168052
92,0.001,10,35000000,TRUE,10,5,0,0.2,30,19,0.088660526,431,406,891,1900000,0.027777778,168455
93,0.001,10,35000000,TRUE,10,5,0,0.2,30,19,0.090622105,428,411,883,1900000,0.023333333,172182
94,0.001,10,35000000,TRUE,10,5,0,0.2,30,18,0.083428333,428,404,853,1800000,0.033333333,150171
95,0.001,10,35000000,TRUE,10,5,0,0.2,30,15,0.081616667,438,418,839,1500000,0.024444444,122425
96,0.001,10,35000000,TRUE,10,5,0,0.2,30,19,0.09215,410,390,843,1900000,0.023333333,175085
97,0.001,10,35000000,TRUE,10,5,0,0.2,30,20,0.0804675,407,390,792,2000000,0.032222222,160935
98,0.001,10,35000000,TRUE,10,5,0,0.2,30,17,0.083602353,428,402,840,1700000,0.016666667,142124
99,0.001,10,35000000,TRUE,10,5,0,0.2,30,17,0.083245294,409,394,799,1700000,0.045555556,141517
100,0.001,10,35000000,TRUE,10,5,0,0.2,30,15,0.077252,450,423,808,1500000,0.02,115878
50.5,0.001,10,35000000,#DIV/0!,10,5,0,0.2,30,17.48,0.084752399,429.84,406.4,854.1,1748000,0.029711111,148416.32
