[run number],epsilon,Q,max-ticks,use-stubborn?,stability-window,F,alpha,stubborn-fraction,grid-size,[step],interaction-rate,number-of-regions,unique-cultures,active-links,event-count,interaction-count
61,0.002,10,35000000,TRUE,10,5,0,0.3,30,13,0.066846923,520,508,811,1300000,86901
62,0.002,10,35000000,TRUE,10,5,0,0.3,30,13,0.071707692,524,509,893,1300000,93220
63,0.002,10,35000000,TRUE,10,5,0,0.3,30,14,0.06911,500,489,811,1400000,96754
64,0.002,10,35000000,TRUE,10,5,0,0.3,30,12,0.069610833,503,492,815,1200000,83533
65,0.002,10,35000000,TRUE,10,5,0,0.3,30,15,0.074124,481,464,824,1500000,111186
66,0.002,10,35000000,TRUE,10,5,0,0.3,30,13,0.064826154,504,489,780,1300000,84274
67,0.002,10,35000000,TRUE,10,5,0,0.3,30,12,0.063408333,527,511,786,1200000,76090
68,0.002,10,35000000,TRUE,10,5,0,0.3,30,14,0.073254286,525,506,877,1400000,102556
69,0.002,10,35000000,TRUE,10,5,0,0.3,30,12,0.0680525,495,473,792,1200000,81663
70,0.002,10,35000000,TRUE,10,5,0,0.3,30,13,0.070096923,507,486,841,1300000,91126
71,0.002,10,35000000,TRUE,10,5,0,0.3,30,12,0.061851667,543,526,815,1200000,74222
72,0.002,10,35000000,TRUE,10,5,0,0.3,30,13,0.071971538,520,508,847,1300000,93563
73,0.002,10,35000000,TRUE,10,5,0,0.3,30,13,0.067845385,513,505,833,1300000,88199
74,0.002,10,35000000,TRUE,10,5,0,0.3,30,14,0.076447857,509,497,921,1400000,107027
75,0.002,10,35000000,TRUE,10,5,0,0.3,30,14,0.070790714,522,507,846,1400000,99107
76,0.002,10,35000000,TRUE,10,5,0,0.3,30,15,0.074620667,535,516,879,1500000,111931
77,0.002,10,35000000,TRUE,10,5,0,0.3,30,14,0.069985714,493,478,790,1400000,97980
78,0.002,10,35000000,TRUE,10,5,0,0.3,30,14,0.068347143,506,491,789,1400000,95686
79,0.002,10,35000000,TRUE,10,5,0,0.3,30,12,0.067178333,515,506,802,1200000,80614
80,0.002,10,35000000,TRUE,10,5,0,0.3,30,13,0.065969231,505,495,820,1300000,85760
81,0.002,10,35000000,TRUE,10,5,0,0.3,30,14,0.069759286,472,458,760,1400000,97663
82,0.002,10,35000000,TRUE,10,5,0,0.3,30,15,0.072536,498,482,794,1500000,108804
83,0.002,10,35000000,TRUE,10,5,0,0.3,30,12,0.064315833,553,526,863,1200000,77179
84,0.002,10,35000000,TRUE,10,5,0,0.3,30,15,0.07474,537,512,908,1500000,112110
85,0.002,10,35000000,TRUE,10,5,0,0.3,30,14,0.068105714,537,507,862,1400000,95348
86,0.002,10,35000000,TRUE,10,5,0,0.3,30,12,0.067480833,527,513,858,1200000,80977
87,0.002,10,35000000,TRUE,10,5,0,0.3,30,13,0.069263077,498,485,801,1300000,90042
88,0.002,10,35000000,TRUE,10,5,0,0.3,30,12,0.0663475,511,497,797,1200000,79617
89,0.002,10,35000000,TRUE,10,5,0,0.3,30,12,0.065046667,510,489,776,1200000,78056
90,0.002,10,35000000,TRUE,10,5,0,0.3,30,13,0.06857,545,537,866,1300000,89141
91,0.002,10,35000000,TRUE,10,5,0,0.4,30,12,0.055034167,608,598,835,1200000,66041
92,0.002,10,35000000,TRUE,10,5,0,0.4,30,14,0.059782857,559,549,781,1400000,83696
93,0.002,10,35000000,TRUE,10,5,0,0.4,30,13,0.057969231,571,564,782,1300000,75360
94,0.002,10,35000000,TRUE,10,5,0,0.4,30,13,0.058719231,545,539,773,1300000,76335
95,0.002,10,35000000,TRUE,10,5,0,0.4,30,12,0.05724,577,564,796,1200000,68688
96,0.002,10,35000000,TRUE,10,5,0,0.4,30,12,0.054443333,599,589,822,1200000,65332
97,0.002,10,35000000,TRUE,10,5,0,0.4,30,12,0.0562575,550,541,758,1200000,67509
98,0.002,10,35000000,TRUE,10,5,0,0.4,30,12,0.054381667,551,542,723,1200000,65258
99,0.002,10,35000000,TRUE,10,5,0,0.4,30,12,0.05402,587,572,809,1200000,64824
100,0.002,10,35000000,TRUE,10,5,0,0.4,30,12,0.056409167,563,550,741,1200000,67691
101,0.002,10,35000000,TRUE,10,5,0,0.4,30,12,0.058303333,569,560,808,1200000,69964
102,0.002,10,35000000,TRUE,10,5,0,0.4,30,12,0.05135,580,567,777,1200000,61620
103,0.002,10,35000000,TRUE,10,5,0,0.4,30,12,0.057935,591,574,822,1200000,69522
104,0.002,10,35000000,TRUE,10,5,0,0.4,30,12,0.060611667,577,571,809,1200000,72734
105,0.002,10,35000000,TRUE,10,5,0,0.4,30,12,0.057585833,599,582,840,1200000,69103
106,0.002,10,35000000,TRUE,10,5,0,0.4,30,12,0.053430833,560,546,749,1200000,64117
107,0.002,10,35000000,TRUE,10,5,0,0.4,30,13,0.057676923,555,544,765,1300000,74980
108,0.002,10,35000000,TRUE,10,5,0,0.4,30,14,0.054393571,560,555,742,1400000,76151
109,0.002,10,35000000,TRUE,10,5,0,0.4,30,12,0.056973333,549,541,779,1200000,68368
110,0.002,10,35000000,TRUE,10,5,0,0.4,30,14,0.057055714,578,570,775,1400000,79878
111,0.002,10,35000000,TRUE,10,5,0,0.4,30,12,0.057804167,571,562,780,1200000,69365
112,0.002,10,35000000,TRUE,10,5,0,0.4,30,12,0.0581,604,590,872,1200000,69720
113,0.002,10,35000000,TRUE,10,5,0,0.4,30,14,0.056472143,603,590,804,1400000,79061
114,0.002,10,35000000,TRUE,10,5,0,0.4,30,14,0.051565,564,551,726,1400000,72191
115,0.002,10,35000000,TRUE,10,5,0,0.4,30,12,0.057609167,574,565,764,1200000,69131
116,0.002,10,35000000,TRUE,10,5,0,0.4,30,14,0.061480714,601,586,903,1400000,86073
117,0.002,10,35000000,TRUE,10,5,0,0.4,30,12,0.05521,550,538,745,1200000,66252
118,0.002,10,35000000,TRUE,10,5,0,0.4,30,12,0.058115833,588,576,817,1200000,69739
119,0.002,10,35000000,TRUE,10,5,0,0.4,30,12,0.056280833,550,543,750,1200000,67537
120,0.002,10,35000000,TRUE,10,5,0,0.4,30,12,0.052155833,561,554,711,1200000,62587
60.5,0.002,10,35000000,#DIV/0!,10,5,0,0.25,30,13.68333333,0.076071652,456.225,435.5416667,811.55,1368333.333,105572.1667
